X,Y,Distance
-2.593935981181753505e+03,-2.769213990563144307e+03,1.350938623919112615e+03
-2.645371301394213333e+03,-2.728984550663467417e+03,1.357295555555555211e+03
-2.749717231022633314e+03,-2.663586332262805172e+03,1.369854863239629367e+03
-3.175892396105909938e+03,-2.551391284839835407e+03,1.414205284917509744e+03
-3.250881607629044083e+03,-2.553009356265503811e+03,1.421828888888888514e+03
-3.376386057873020491e+03,-2.569399382774247897e+03,1.434259670119538896e+03
-3.412154730665492934e+03,-2.576652109617652513e+03,1.437895555555555120e+03
-3.561736564670681219e+03,-2.619898785046455941e+03,1.453316397250060618e+03
-3.668414392107453295e+03,-2.659646000463013479e+03,1.465228888888888605e+03
-3.690051995334848925e+03,-2.670407697660659323e+03,1.467000748701861085e+03
-3.858051168528806102e+03,-2.759324950239371901e+03,1.479170689799158481e+03
-3.881617754416834487e+03,-2.772155228084461214e+03,1.481428888888888423e+03
-3.949005244129539733e+03,-2.819535880572792848e+03,1.494317777777777337e+03
-3.980938156520094708e+03,-2.850669288774548477e+03,1.500717632142301227e+03
-4.068021572222208761e+03,-2.935760291293339378e+03,1.512028048032297420e+03
-4.102708360616903519e+03,-2.973994133774336206e+03,1.517206666666666251e+03
-4.168560272474697740e+03,-3.065347982651508119e+03,1.527984444444444080e+03
-4.170419456141927185e+03,-3.069415344952989471e+03,1.528246785634696153e+03
-4.243590709601173330e+03,-3.209054048997400514e+03,1.538408234251266776e+03
-4.273848446150008385e+03,-3.288158216896072645e+03,1.547762222222221681e+03
-4.284816356092512251e+03,-3.346576578320312819e+03,1.557084220277112991e+03
-4.293204887514387337e+03,-3.392897551330216174e+03,1.562162222222221772e+03
-4.296329963404901719e+03,-3.418021919992503626e+03,1.564129844811562180e+03
-4.296336289511539690e+03,-3.561109305739746560e+03,1.572562222222221862e+03
-4.297196082351748373e+03,-3.565141768544525803e+03,1.572777651676290589e+03
-4.291859643591624263e+03,-3.631996255464697697e+03,1.581117777777777292e+03
-4.282957130061205135e+03,-3.657701220993574225e+03,1.587739999999999554e+03
-4.279505264123015877e+03,-3.670588603254714599e+03,1.589582799339444136e+03
-4.260491449254946019e+03,-3.727959979777879653e+03,1.595810555555555084e+03
-4.254866304179206054e+03,-3.745774517180710973e+03,1.597629146784871864e+03
-4.223685301903394247e+03,-3.807724053878541326e+03,1.604570139221050113e+03
-4.198513339167050617e+03,-3.840865754076330632e+03,1.608166111111110695e+03
-4.112353146827836099e+03,-3.929913051935780004e+03,1.618362117148992638e+03
-4.108250885029651727e+03,-3.932771626430027482e+03,1.618899444444444043e+03
-4.072399718666420995e+03,-3.956534914720917186e+03,1.625077222222221735e+03
-4.044927573383070921e+03,-3.969584099888216770e+03,1.629295421944804275e+03
-3.964928713147487542e+03,-3.996808764459292433e+03,1.638054999999999609e+03
-3.954795206890486497e+03,-4.000457332800343465e+03,1.639125779478516051e+03
-3.882315574894573729e+03,-4.012935431443049765e+03,1.646388333333332866e+03
-3.846128108141670964e+03,-4.017675394523874729e+03,1.650131124046474724e+03
-3.783921580389569499e+03,-4.022507361517453319e+03,1.656495705192977084e+03
-3.743876148315401224e+03,-4.023110163303391346e+03,1.660788333333332957e+03
-3.682843508873831070e+03,-4.022980075658576880e+03,1.666753381686010925e+03
-3.516874832595256066e+03,-4.019185540859999946e+03,1.678136388888888632e+03
-3.476864300017789901e+03,-4.018788951818919031e+03,1.681467066621225058e+03
-3.396878134359560136e+03,-4.016996382909737804e+03,1.692525277777777546e+03
-3.340842449053085602e+03,-4.017040792748436161e+03,1.701200542869630453e+03
-3.324852195820779798e+03,-4.016482400801196036e+03,1.703025277777777546e+03
-3.199649146469772859e+03,-4.020115090329536088e+03,1.715685192698169658e+03
-3.191654019853619957e+03,-4.019835894355916480e+03,1.716491944444444016e+03
-3.108390485740712393e+03,-4.025933753572780461e+03,1.725035237117570205e+03
-2.955819989596462619e+03,-4.039617455787363269e+03,1.740701621391484423e+03
-2.939759937370752141e+03,-4.041057845494161484e+03,1.742769722222221844e+03
-2.866420512534630689e+03,-4.049503481332088995e+03,1.754177152394045152e+03
-2.859389877248794619e+03,-4.050258575682190440e+03,1.755047499999999673e+03
-2.762924865404423599e+03,-4.061899086404037007e+03,1.765136388888888632e+03
-2.729735571132578571e+03,-4.066743747974968755e+03,1.768084816183277781e+03
-2.560860726285700366e+03,-4.088863575685483283e+03,1.781150222830764960e+03
-2.402909381542627216e+03,-4.113366079513763907e+03,1.794103055555555329e+03
-2.310232536026117941e+03,-4.131142533184534841e+03,1.803989805087088371e+03
-2.231616961081281261e+03,-4.147408798155101977e+03,1.818703055555555238e+03
-2.106820011113350574e+03,-4.168066031239469339e+03,1.833123603627639795e+03
-1.920885723213742949e+03,-4.191591349160079517e+03,1.844003055555555193e+03
-1.869637595062149103e+03,-4.197806601444404805e+03,1.847260599954200416e+03
-1.746189030888262778e+03,-4.208504825755283491e+03,1.858225277777777364e+03
-1.620335585677261633e+03,-4.202108707516730647e+03,1.881514166666666370e+03
-1.593352033347745873e+03,-4.201166421105763220e+03,1.884806000247873499e+03
-1.509438103374844559e+03,-4.197235472555733395e+03,1.893247499999999718e+03
-1.460467952850908887e+03,-4.195525397217311365e+03,1.898065658921302429e+03
-1.389581003125957977e+03,-4.191048751297395029e+03,1.905158611111110758e+03
-1.341645142925743812e+03,-4.188374184628656621e+03,1.910034264983854428e+03
-1.131157572888442246e+03,-4.170017091727218940e+03,1.931217838310401930e+03
-1.120199173287934627e+03,-4.168633806436471787e+03,1.932358611111110804e+03
-1.010440679799346640e+03,-4.159797907664101331e+03,1.943413939078324574e+03
-8.727690421476289657e+02,-4.147986041330022999e+03,1.953747499999999718e+03
-7.470202954267352879e+02,-4.138591750610411509e+03,1.963352825980450007e+03
-7.170734701128650386e+02,-4.136545374882317446e+03,1.966058611111110849e+03
-6.232005313664749337e+02,-4.131266040538244852e+03,1.975798550573372268e+03
-4.454834616405883594e+02,-4.120056975990103638e+03,1.991046944444444080e+03
-3.885530839972025205e+02,-4.117068313851042149e+03,1.996231280587218862e+03
-3.156673526182134992e+02,-4.112521868937721592e+03,2.003624722222221862e+03
-1.827832721213762568e+02,-4.106880845049269738e+03,2.019458055555555347e+03
-1.358119032514787534e+02,-4.105240568704251928e+03,2.024704309513861517e+03
-2.894688375384049550e+01,-4.099507540903045992e+03,2.035402499999999463e+03
8.030576845866050917e+00,-4.098216259525053829e+03,2.039098373096846899e+03
1.518730569432108268e+02,-4.091191950345855730e+03,2.053662117945772934e+03
2.277569608032571011e+02,-4.086540806942427480e+03,2.061269166666666024e+03
2.977143186945937714e+02,-4.084097842173252047e+03,2.068214089707427320e+03
3.576428688190370622e+02,-4.081004481544082864e+03,2.074202499999999873e+03
5.414609819971457227e+02,-4.072584192496784908e+03,2.092655329645372149e+03
5.843998880622642673e+02,-4.070084123311557960e+03,2.097069166666666661e+03
7.203519400335638920e+02,-4.066337182587037205e+03,2.110701651162547478e+03
7.463361015360603687e+02,-4.065429795672771888e+03,2.113402499999999691e+03
8.513768368631729118e+02,-4.064763521000066703e+03,2.123833696723115281e+03
9.104455941474069505e+02,-4.065702623175676308e+03,2.129846944444444489e+03
1.041749686950636033e+03,-4.072124088204858708e+03,2.143129444444444744e+03
1.046781540582433990e+03,-4.072948981548365282e+03,2.143624269610697411e+03
1.127116701207689175e+03,-4.081150320909375296e+03,2.151866143397284304e+03
1.196458562735734404e+03,-4.089735554734113066e+03,2.159629444444444289e+03
1.363788319385706700e+03,-4.124917262189280336e+03,2.176240555555555602e+03
1.370888753664947899e+03,-4.127671138193420120e+03,2.176739063093921686e+03
1.677159224425281764e+03,-4.216036282567452872e+03,2.196652292689058413e+03
1.759087067321498353e+03,-4.241192366491085522e+03,2.212784999999999854e+03
1.805652336808319205e+03,-4.256576633702095023e+03,2.221635909376370364e+03
1.911879655023316900e+03,-4.289889647148038421e+03,2.232851666666666461e+03
1.933146058364337705e+03,-4.297151884333438829e+03,2.235029839787439414e+03
2.079767803620529321e+03,-4.341061607835512405e+03,2.252985000000000127e+03
2.098001134983790507e+03,-4.347429152684000655e+03,2.255170553085725260e+03
2.217325232440144191e+03,-4.383286645153869358e+03,2.268638554163870594e+03
2.292117741560417016e+03,-4.404689462246342373e+03,2.276551666666666279e+03
2.425468210091740275e+03,-4.441057752589395022e+03,2.290018333333333430e+03
2.510324426475609016e+03,-4.464110356368882094e+03,2.298965871510787565e+03
2.592112671385016256e+03,-4.485268876984437156e+03,2.307432053900874052e+03
2.733388467539086832e+03,-4.519359189699832314e+03,2.317129444444444744e+03
2.906958865628091189e+03,-4.561327235963918611e+03,2.327908194306813130e+03
3.090383574000476983e+03,-4.598948723952903492e+03,2.344596111111111441e+03
3.246266338096106665e+03,-4.621522245120550906e+03,2.364116170810102631e+03
3.256295145863000016e+03,-4.622172640980545111e+03,2.365329444444444107e+03
3.441090444948778895e+03,-4.641735295089781175e+03,2.386196111111110895e+03
3.594625432423345501e+03,-4.654384706980642477e+03,2.403640555555555693e+03
3.627710028205083290e+03,-4.656231196070516489e+03,2.407587836235079521e+03
3.758944322014907357e+03,-4.660653879445661005e+03,2.424773888888889360e+03
3.839000286666542706e+03,-4.660860092190518117e+03,2.434036697267428281e+03
3.979984192269640062e+03,-4.657938044809503481e+03,2.448155145029711093e+03
4.133785681140473571e+03,-4.649565349836261703e+03,2.463640555555555693e+03
4.156771670161912880e+03,-4.648762661412103625e+03,2.465857616340982531e+03
4.382215203107797606e+03,-4.628882685233109441e+03,2.488529444444444835e+03
4.387212157242893227e+03,-4.628708187749596618e+03,2.488974652977822643e+03
4.645286592513384676e+03,-4.597682619909229288e+03,2.513496111111111531e+03
4.708968409468985556e+03,-4.587453925504116341e+03,2.517516692592976142e+03
4.965485061965217938e+03,-4.540473003928145772e+03,2.531385000000000218e+03
4.973445289084667820e+03,-4.539194417127506313e+03,2.531832917242439635e+03
5.148291089738953815e+03,-4.503070380897293035e+03,2.549329444444445016e+03
5.264137932102411469e+03,-4.468006024145508491e+03,2.574439444444444689e+03
5.269099986740804525e+03,-4.466832135834976725e+03,2.574979635764077102e+03
5.373128636663543148e+03,-4.437183527178717668e+03,2.585782704337570067e+03
5.509648590924079144e+03,-4.392391763553008786e+03,2.600181231454793306e+03
5.535353556452955672e+03,-4.383489250022591477e+03,2.603239444444444871e+03
5.645099355364190160e+03,-4.345636117769964585e+03,2.617639444444445417e+03
5.800258740371063141e+03,-4.290187355436716643e+03,2.630857990805247027e+03
5.882230993105978087e+03,-4.259307754053874305e+03,2.635750555555556275e+03
6.055065317528872583e+03,-4.194236283336810629e+03,2.645343476531561464e+03
6.172561946579342475e+03,-4.149108219321429715e+03,2.653861666666667588e+03
6.358213854269972217e+03,-4.078586101012137533e+03,2.679372777777778992e+03
6.429332405894487238e+03,-4.052087957401099175e+03,2.689120187986645760e+03
6.467820055194396446e+03,-4.036735405451434417e+03,2.693950555555556548e+03
6.734479724289624755e+03,-3.936367976083021404e+03,2.723286388888890542e+03
6.754258143849791850e+03,-3.929673641186856912e+03,2.725668123047823428e+03
6.861900462616880759e+03,-3.888892135446577413e+03,2.741619722222223572e+03
6.994213456589123780e+03,-3.838243624845564227e+03,2.758664414614672751e+03
7.045518689156770051e+03,-3.817440425303670963e+03,2.763619722222223572e+03
7.260663728704137611e+03,-3.731879850515036651e+03,2.782008611111112259e+03
7.266590274672847045e+03,-3.729671671880783379e+03,2.782560466168646599e+03
7.469672825302581259e+03,-3.642531109398540593e+03,2.807753055555556784e+03
7.587924548703152141e+03,-3.590372410097323609e+03,2.823007444332871728e+03
7.680471306574847404e+03,-3.547116224326524843e+03,2.833497500000001310e+03
7.754343734203502208e+03,-3.513517646436245286e+03,2.841425860840858149e+03
7.882240370907239594e+03,-3.451016043897812779e+03,2.855630833333334976e+03
7.903912873631336879e+03,-3.441253737527185876e+03,2.858025616214088586e+03
8.036736665476764756e+03,-3.376578855851202206e+03,2.872738509640434131e+03
8.217658120428566690e+03,-3.285209128161318858e+03,2.893042944434135279e+03
8.245152470631266624e+03,-3.270240470675381857e+03,2.896208611111112532e+03
8.415220224472666814e+03,-3.183252200757302035e+03,2.915504870100366134e+03
8.507592484860848344e+03,-3.134999060851407648e+03,2.925808611111112441e+03
8.595072489604042858e+03,-3.089918590910083367e+03,2.934948854426829257e+03
9.201528181757044877e+03,-2.748545637301826901e+03,2.993279200929709077e+03
9.209348810889685410e+03,-2.743269487193111672e+03,2.994297500000001492e+03
9.318012725403141303e+03,-2.674435239302892569e+03,3.007519722222224118e+03
9.345402377115735362e+03,-2.656468409335897832e+03,3.010270524111030682e+03
9.420540696967673284e+03,-2.601812825084812630e+03,3.016897500000001855e+03
9.519036205727428751e+03,-2.528330618026523098e+03,3.025623744194234405e+03
9.564681393722630673e+03,-2.488713490254780027e+03,3.034897500000001855e+03
9.580148154504398917e+03,-2.473164235902253495e+03,3.039491117275176293e+03
9.622550873541626061e+03,-2.426656070831484158e+03,3.048497500000001764e+03
9.641805800651254685e+03,-2.404970873530033259e+03,3.052182954771194090e+03
9.659061946106847245e+03,-2.383355475221987035e+03,3.055297500000001946e+03
9.686787898209109699e+03,-2.346365320044927103e+03,3.059819262152848751e+03
9.701010971686942867e+03,-2.323855229399969630e+03,3.062386707626237694e+03
9.712305671677122518e+03,-2.303448618899157736e+03,3.064786388888890542e+03
9.737439550681403489e+03,-2.249538618656178187e+03,3.071119722222224027e+03
9.744701787866804807e+03,-2.228272215315157155e+03,3.073094737346713373e+03
9.756354993166003624e+03,-2.160824436951042571e+03,3.078156944444446253e+03
9.758829673196523800e+03,-2.145728876055648470e+03,3.079449486377843641e+03
9.758782079122467621e+03,-2.115712251748373092e+03,3.082601388888890597e+03
9.745463208323542858e+03,-2.078154194282077697e+03,3.089333501093863561e+03
9.742255638862272463e+03,-2.072262547810070373e+03,3.090223611111112859e+03
9.725078802742080370e+03,-2.038841651638661233e+03,3.094268055555557112e+03
9.711388732056781009e+03,-2.019307528555411864e+03,3.095926028573124313e+03
9.660254812737292013e+03,-1.959055372618650608e+03,3.099967897793555494e+03
9.647738630362524418e+03,-1.944483304173794068e+03,3.101345833333335122e+03
9.633258565830423322e+03,-1.930980425549361598e+03,3.105479166666668334e+03
9.617848909464706594e+03,-1.919511228075670033e+03,3.109371112628846276e+03
9.607540905724192271e+03,-1.910865705599523153e+03,3.110812500000001819e+03
9.530387925405504575e+03,-1.850521545750007817e+03,3.118373966654577089e+03
9.525251373283597786e+03,-1.846698479925443962e+03,3.118774166666668407e+03
9.474885242891561575e+03,-1.808432922183102619e+03,3.123396388888890669e+03
9.429620765124727768e+03,-1.772991039438306188e+03,3.128374166666668316e+03
9.415245399082734366e+03,-1.762486333294931001e+03,3.130507982658654328e+03
9.393630000774686778e+03,-1.745230187839339806e+03,3.135040833333335286e+03
9.361601900236022630e+03,-1.716330347426544449e+03,3.142782611031519536e+03
9.341915484588607796e+03,-1.697005621323510013e+03,3.145618611111113296e+03
9.323298258761620673e+03,-1.679644777377811351e+03,3.148127516417783227e+03
9.273303328255959059e+03,-1.623355285252423982e+03,3.155609979704373018e+03
9.243854606237917324e+03,-1.582358056425292034e+03,3.160507500000001983e+03
9.221506318499119516e+03,-1.544114703602299642e+03,3.165022380605979833e+03
9.209675431481049600e+03,-1.520513218217568919e+03,3.167618611111112841e+03
9.196531058165637660e+03,-1.487952114886368690e+03,3.171253372574411969e+03
9.174331878755645448e+03,-1.396671249237959501e+03,3.180495501078540656e+03
9.173157990445113683e+03,-1.391709194599566445e+03,3.180951944444446326e+03
9.171273417623178830e+03,-1.337742089940535379e+03,3.186329544379509116e+03
9.172434611356356982e+03,-1.313686911098671999e+03,3.188685277777779447e+03
