,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
376,2019-09-07 13:55:46.170,0 days 01:10:45.077000,5,505.63611111111095,0 days 00:00:49.516000,12059,334,8,100,False,12,pos,3399.1091884563684,0.5872694173136374,OnTrack,6644,9871,1903
377,2019-09-07 13:55:46.342,0 days 01:10:45.249000,5,500.66944444444425,0 days 00:00:49.688000,12091,336,8,100,False,12,car,3415.180555555554,0.5900460925742688,OnTrack,6541,9780,1898
378,2019-09-07 13:55:46.470,0 days 01:10:45.377000,5,496.48194444444425,0 days 00:00:49.816000,12124,336,8,100,False,12,pos,3427.1537490850014,0.5921147199697352,OnTrack,6464,9713,1896
379,2019-09-07 13:55:46.543,0 days 01:10:45.450000,5,492.29444444444425,0 days 00:00:49.889000,12158,337,8,100,False,12,car,3433.9963888888874,0.5932969335638621,OnTrack,6419,9673,1894
380,2019-09-07 13:55:46.770,0 days 01:10:45.677000,5,487.461111111111,0 days 00:00:50.116000,12181,338,8,100,False,12,pos,3455.368769619195,0.5969894732506478,OnTrack,6276,9548,1890
381,2019-09-07 13:55:46.783,0 days 01:10:45.690000,5,482.62777777777774,0 days 00:00:50.129000,12205,339,8,100,False,12,car,3456.596388888887,0.5972015709542589,OnTrack,6267,9540,1889
382,2019-09-07 13:55:47.023,0 days 01:10:45.930000,5,473.62777777777774,0 days 00:00:50.369000,12265,341,8,100,False,12,car,3479.3297222222204,0.6011292445534486,OnTrack,6111,9402,1884
383,2019-09-07 13:55:47.070,0 days 01:10:45.977000,5,469.37888888888915,0 days 00:00:50.416000,12280,342,8,100,False,12,pos,3483.8001243358303,0.6019016029270288,OnTrack,6081,9376,1884
384,2019-09-07 13:55:47.262,0 days 01:10:46.169000,5,465.13000000000056,0 days 00:00:50.608000,12295,343,8,100,False,12,car,3502.1011111111093,0.6050634930705647,OnTrack,5960,9269,1879
385,2019-09-07 13:55:47.370,0 days 01:10:46.277000,5,461.13000000000034,0 days 00:00:50.716000,12345,343,8,100,False,12,pos,3512.3855062913035,0.6068403441306622,OnTrack,5893,9211,1878
386,2019-09-07 13:55:47.502,0 days 01:10:46.409000,5,457.1300000000001,0 days 00:00:50.848000,12396,343,8,100,False,12,car,3524.967777777776,0.6090142028785474,OnTrack,5810,9139,1877
387,2019-09-07 13:55:47.670,0 days 01:10:46.577000,5,452.58000000000015,0 days 00:00:51.016000,12404,344,8,100,False,12,pos,3541.052841113925,0.6117932444594866,OnTrack,5705,9046,1877
388,2019-09-07 13:55:47.782,0 days 01:10:46.689000,5,448.0300000000002,0 days 00:00:51.128000,12412,345,8,100,False,12,car,3551.8011111111095,0.6136502398981188,OnTrack,5632,8981,1876
389,2019-09-07 13:55:47.970,0 days 01:10:46.877000,5,444.2633333333333,0 days 00:00:51.316000,12449,345,8,100,False,12,pos,3569.863707698444,0.6167709429955772,OnTrack,5510,8874,1876
390,2019-09-07 13:55:48.022,0 days 01:10:46.929000,5,440.49666666666644,0 days 00:00:51.368000,12487,346,8,100,False,12,car,3574.8677777777766,0.6176355040192909,OnTrack,5477,8845,1876
391,2019-09-07 13:55:48.262,0 days 01:10:47.169000,5,433.2300000000005,0 days 00:00:51.608000,12487,347,8,100,False,12,car,3598.0011111111094,0.6216322862448592,OnTrack,5328,8713,1877
392,2019-09-07 13:55:48.270,0 days 01:10:47.177000,5,430.2150000000004,0 days 00:00:51.616000,12494,347,8,100,False,12,pos,3598.771972915888,0.6217654692459994,OnTrack,5323,8709,1878
393,2019-09-07 13:55:48.463,0 days 01:10:47.370000,5,427.2000000000003,0 days 00:00:51.809000,12501,347,8,100,False,12,car,3617.375277777776,0.6249795913587728,OnTrack,5194,8593,1879
394,2019-09-07 13:55:48.471,0 days 01:10:47.378000,5,423.8333333333335,0 days 00:00:51.817000,12516,348,8,100,False,12,pos,3618.148512575382,0.6251131843455997,OnTrack,5189,8589,1880
395,2019-09-07 13:55:48.703,0 days 01:10:47.610000,5,420.4666666666667,0 days 00:00:52.049000,12531,349,8,100,False,12,car,3640.6419444444427,0.6289994097931342,OnTrack,5041,8459,1882
396,2019-09-07 13:55:48.770,0 days 01:10:47.677000,5,417.31319444444466,0 days 00:00:52.116000,12545,349,8,100,False,12,pos,3647.138893777532,0.6301218979032888,OnTrack,5001,8423,1884
397,2019-09-07 13:55:48.942,0 days 01:10:47.849000,5,414.1597222222226,0 days 00:00:52.288000,12560,349,8,100,False,12,car,3663.8116666666647,0.633002478984019,OnTrack,4898,8332,1887
398,2019-09-07 13:55:49.070,0 days 01:10:47.977000,5,411.07263888888883,0 days 00:00:52.416000,12535,349,8,100,False,12,pos,3676.2261079815476,0.6351473414503456,OnTrack,4806,8251,1890
399,2019-09-07 13:55:49.181,0 days 01:10:48.088000,5,407.98555555555504,0 days 00:00:52.527000,12510,349,8,100,False,12,car,3686.9813888888875,0.637005548174904,OnTrack,4705,8163,1892
400,2019-09-07 13:55:49.370,0 days 01:10:48.277000,5,405.41722222222165,0 days 00:00:52.716000,12489,348,8,100,False,12,pos,3705.2515421376443,0.6401621111617792,OnTrack,4513,7994,1896
401,2019-09-07 13:55:49.382,0 days 01:10:48.289000,5,402.84888888888827,0 days 00:00:52.728000,12468,348,8,100,False,12,car,3706.4113888888874,0.6403624997012495,OnTrack,4501,7983,1896
402,2019-09-07 13:55:49.622,0 days 01:10:48.529000,5,397.11555555555515,0 days 00:00:52.968000,12449,348,8,100,False,12,car,3729.6113888888876,0.6443708000312145,OnTrack,4268,7778,1896
403,2019-09-07 13:55:49.670,0 days 01:10:48.577000,5,394.0044444444443,0 days 00:00:53.016000,12406,347,8,100,False,12,pos,3734.2468662785645,0.6451716787187397,OnTrack,4221,7736,1897
404,2019-09-07 13:55:49.902,0 days 01:10:48.809000,5,390.89333333333343,0 days 00:00:53.248000,12364,347,8,100,False,10,car,3756.600277777776,0.6490337126277108,OnTrack,3985,7526,1901
405,2019-09-07 13:55:49.970,0 days 01:10:48.877000,5,388.42666666666673,0 days 00:00:53.316000,12334,346,8,100,False,10,pos,3763.1235466262815,0.6501607480017588,OnTrack,3922,7470,1903
406,2019-09-07 13:55:50.142,0 days 01:10:49.049000,5,385.96000000000004,0 days 00:00:53.488000,12304,345,8,100,False,8,car,3779.600277777776,0.6530074586444864,OnTrack,3778,7343,1905
407,2019-09-07 13:55:50.270,0 days 01:10:49.177000,5,383.62666666666655,0 days 00:00:53.616000,12051,343,8,82,False,8,pos,3791.9023421574934,0.655132905571748,OnTrack,3682,7259,1906
408,2019-09-07 13:55:50.382,0 days 01:10:49.289000,5,381.29333333333307,0 days 00:00:53.728000,11798,342,8,64,True,8,car,3802.400277777776,0.6569466503480726,OnTrack,3602,7188,1906
409,2019-09-07 13:55:50.570,0 days 01:10:49.477000,5,380.25999999999976,0 days 00:00:53.916000,11308,326,8,38,True,8,pos,3818.8567127937154,0.6597898543956776,OnTrack,3479,7081,1908
410,2019-09-07 13:55:50.622,0 days 01:10:49.529000,5,379.22666666666646,0 days 00:00:53.968000,10818,310,8,12,True,8,car,3823.066944444443,0.6605172627109724,OnTrack,3448,7053,1908
411,2019-09-07 13:55:50.862,0 days 01:10:49.769000,5,380.29333333333307,0 days 00:00:54.208000,10479,263,8,12,True,8,car,3840.600277777776,0.6635465241672389,OnTrack,3318,6938,1908
412,2019-09-07 13:55:50.870,0 days 01:10:49.777000,5,381.893333333333,0 days 00:00:54.216000,11071,250,8,12,True,8,pos,3841.151560765586,0.6636417701923226,OnTrack,3314,6935,1909
413,2019-09-07 13:55:51.102,0 days 01:10:50.009000,5,383.4933333333329,0 days 00:00:54.448000,11663,238,8,12,True,8,car,3856.4669444444426,0.6662878330135943,OnTrack,3187,6823,1909
414,2019-09-07 13:55:51.170,0 days 01:10:50.077000,5,385.75999999999954,0 days 00:00:54.516000,11334,228,8,11,True,8,pos,3860.7144860025232,0.6670216874200079,OnTrack,3142,6783,1909
415,2019-09-07 13:55:51.342,0 days 01:10:50.249000,5,388.0266666666662,0 days 00:00:54.688000,11005,218,6,10,True,8,car,3871.000277777776,0.6687987797720205,OnTrack,3001,6659,1909
416,2019-09-07 13:55:51.470,0 days 01:10:50.377000,5,390.96000000000004,0 days 00:00:54.816000,10708,210,6,10,True,8,pos,3878.2729674375105,0.6700552937531775,OnTrack,2909,6578,1909
417,2019-09-07 13:55:51.582,0 days 01:10:50.489000,5,393.8933333333339,0 days 00:00:54.928000,10412,202,5,10,True,8,car,3884.466944444442,0.6711254368601035,OnTrack,2854,6529,1908
418,2019-09-07 13:55:51.770,0 days 01:10:50.677000,5,397.1600000000003,0 days 00:00:55.116000,10293,198,5,14,True,8,pos,3894.6831877812533,0.6728905132194977,OnTrack,2797,6479,1908
419,2019-09-07 13:55:51.822,0 days 01:10:50.729000,5,400.42666666666673,0 days 00:00:55.168000,10174,195,5,19,False,8,car,3897.466944444442,0.6733714672174115,OnTrack,2781,6465,1907
420,2019-09-07 13:55:52.062,0 days 01:10:50.969000,5,407.5600000000004,0 days 00:00:55.408000,10222,189,5,40,False,8,car,3910.066944444442,0.6755483889483407,OnTrack,2709,6401,1907
421,2019-09-07 13:55:52.070,0 days 01:10:50.977000,5,411.42666666666696,0 days 00:00:55.416000,10121,186,5,52,False,8,pos,3910.4794687185135,0.6756196614131632,OnTrack,2707,6399,1907
422,2019-09-07 13:55:52.302,0 days 01:10:51.209000,5,415.2933333333335,0 days 00:00:55.648000,10020,183,5,65,False,8,car,3922.2669444444423,0.6776562020528912,OnTrack,2624,6327,1907
423,2019-09-07 13:55:52.370,0 days 01:10:51.277000,5,418.6154166666672,0 days 00:00:55.716000,10216,182,5,74,False,8,pos,3925.6890155040483,0.6782474386286403,OnTrack,2603,6306,1907
424,2019-09-07 13:55:52.503,0 days 01:10:51.410000,5,421.9375000000009,0 days 00:00:55.849000,10413,182,5,84,False,8,car,3932.4286111111087,0.6794118491155202,OnTrack,2568,6262,1906
425,2019-09-07 13:55:52.670,0 days 01:10:51.577000,5,425.73750000000064,0 days 00:00:56.016000,10598,186,5,92,False,8,pos,3941.1945820413266,0.6809263596401777,OnTrack,2540,6205,1906
426,2019-09-07 13:55:52.743,0 days 01:10:51.650000,5,429.53750000000036,0 days 00:00:56.089000,10783,190,5,100,False,8,car,3945.0952777777757,0.6816002889508459,OnTrack,2533,6177,1905
427,2019-09-07 13:55:52.970,0 days 01:10:51.877000,5,433.1225000000002,0 days 00:00:56.316000,11016,193,5,100,False,8,pos,3957.4935678603583,0.6837423609434758,OnTrack,2531,6087,1906
428,2019-09-07 13:55:52.982,0 days 01:10:51.889000,5,436.7075,0 days 00:00:56.328000,11249,197,5,100,False,8,car,3958.173888888887,0.6838599010729214,OnTrack,2531,6082,1905
429,2019-09-07 13:55:53.222,0 days 01:10:52.129000,5,443.1074999999996,0 days 00:00:56.568000,11750,212,5,83,False,8,car,3972.3072222222204,0.686301739204969,OnTrack,2542,5987,1905
430,2019-09-07 13:55:53.270,0 days 01:10:52.177000,5,446.20749999999975,0 days 00:00:56.616000,11120,214,5,83,False,8,pos,3975.185032882081,0.6867989430591714,OnTrack,2545,5968,1905
431,2019-09-07 13:55:53.462,0 days 01:10:52.369000,5,449.3074999999999,0 days 00:00:56.808000,10490,217,5,83,False,8,car,3986.773888888887,0.6888011678589988,OnTrack,2556,5886,1904
432,2019-09-07 13:55:53.570,0 days 01:10:52.477000,5,452.3074999999999,0 days 00:00:56.916000,10571,218,5,87,False,8,pos,3993.3393032155163,0.6899354847732998,OnTrack,2562,5839,1904
433,2019-09-07 13:55:53.702,0 days 01:10:52.609000,5,455.3074999999999,0 days 00:00:57.048000,10653,220,6,91,False,8,car,4001.440555555554,0.691335150826218,OnTrack,2568,5780,1903
434,2019-09-07 13:55:53.870,0 days 01:10:52.777000,5,457.6804166666666,0 days 00:00:57.216000,10705,222,6,95,False,8,pos,4011.9269572145313,0.6931469028619862,OnTrack,2575,5709,1902
435,2019-09-07 13:55:53.903,0 days 01:10:52.810000,5,460.0533333333333,0 days 00:00:57.249000,10757,225,6,100,False,8,car,4014.003055555554,0.6935055936234242,OnTrack,2575,5695,1901
436,2019-09-07 13:55:54.143,0 days 01:10:53.050000,5,465.72000000000025,0 days 00:00:57.489000,11004,229,6,100,False,8,car,4029.2697222222205,0.6961432395302114,OnTrack,2575,5601,1901
437,2019-09-07 13:55:54.170,0 days 01:10:53.077000,5,468.38666666666677,0 days 00:00:57.516000,11110,232,6,100,False,8,pos,4031.0169090850304,0.6964451037405004,OnTrack,2575,5589,1901
438,2019-09-07 13:55:54.383,0 days 01:10:53.290000,5,471.0533333333333,0 days 00:00:57.729000,11217,236,6,100,False,8,car,4045.003055555554,0.6988615121677739,OnTrack,2564,5477,1900
439,2019-09-07 13:55:54.470,0 days 01:10:53.377000,5,473.5761111111108,0 days 00:00:57.816000,11345,238,6,100,False,8,pos,4050.7767270993036,0.6998590384416498,OnTrack,2558,5431,1900
440,2019-09-07 13:55:54.622,0 days 01:10:53.529000,5,476.09888888888827,0 days 00:00:57.968000,11474,241,6,100,False,8,car,4061.0027777777764,0.7016258092308204,OnTrack,2542,5355,1899
441,2019-09-07 13:55:54.770,0 days 01:10:53.677000,5,478.3322222222221,0 days 00:00:58.116000,11612,245,6,100,False,8,pos,4071.2462810394622,0.7033955953301227,OnTrack,2521,5285,1899
442,2019-09-07 13:55:54.862,0 days 01:10:53.769000,5,480.5655555555559,0 days 00:00:58.208000,11751,250,6,100,False,8,car,4077.669444444443,0.7045053353299331,OnTrack,2504,5241,1898
443,2019-09-07 13:55:54.971,0 days 01:10:53.878000,5,482.798888888889,0 days 00:00:58.317000,11351,251,6,100,False,8,pos,4085.272272109827,0.7058188877713047,OnTrack,2484,5192,1899
444,2019-09-07 13:55:55.102,0 days 01:10:54.009000,5,485.0322222222221,0 days 00:00:58.448000,10952,252,6,100,False,8,car,4094.469444444443,0.7074078976378387,OnTrack,2460,5141,1898
445,2019-09-07 13:55:55.271,0 days 01:10:54.178000,5,486.8188888888885,0 days 00:00:58.617000,10787,254,6,100,False,8,pos,4106.533965493684,0.7094923038319139,OnTrack,2425,5077,1898
446,2019-09-07 13:55:55.303,0 days 01:10:54.210000,5,488.60555555555493,0 days 00:00:58.649000,10623,257,7,100,False,8,car,4108.81861111111,0.7098870256328699,OnTrack,2416,5063,1897
447,2019-09-07 13:55:55.543,0 days 01:10:54.450000,5,492.87222222222226,0 days 00:00:58.889000,10708,257,7,100,False,8,car,4125.951944444443,0.7128471784627578,OnTrack,2336,4950,1898
448,2019-09-07 13:55:55.571,0 days 01:10:54.478000,5,494.80555555555566,0 days 00:00:58.917000,10757,261,7,100,False,8,pos,4127.985555630605,0.7131985286519178,OnTrack,2327,4938,1898
449,2019-09-07 13:55:55.783,0 days 01:10:54.690000,5,496.73888888888905,0 days 00:00:59.129000,10806,265,7,100,False,8,car,4143.618611111109,0.7158994761278171,OnTrack,2249,4854,1897
450,2019-09-07 13:55:55.871,0 days 01:10:54.778000,5,498.597777777778,0 days 00:00:59.217000,10975,266,7,100,False,8,pos,4150.128337541404,0.717024171757064,OnTrack,2215,4824,1897
451,2019-09-07 13:55:56.022,0 days 01:10:54.929000,5,500.45666666666693,0 days 00:00:59.368000,11145,267,7,100,False,8,car,4161.344444444443,0.7189619961105286,OnTrack,2153,4774,1896
452,2019-09-07 13:55:56.170,0 days 01:10:55.077000,5,502.1495833333338,0 days 00:00:59.516000,11128,269,7,100,False,8,pos,4172.47967617435,0.7208858475336846,OnTrack,2089,4726,1896
453,2019-09-07 13:55:56.261,0 days 01:10:55.168000,5,503.84250000000065,0 days 00:00:59.607000,11111,271,7,100,False,8,car,4179.335833333332,0.722070396542419,OnTrack,2046,4694,1895
454,2019-09-07 13:55:56.462,0 days 01:10:55.369000,5,506.8016666666663,0 days 00:00:59.808000,11205,271,7,100,False,8,car,4194.466666666665,0.7246845743114986,OnTrack,1954,4613,1895
455,2019-09-07 13:55:56.470,0 days 01:10:55.377000,5,508.36833333333243,0 days 00:00:59.816000,11324,274,7,99,False,8,pos,4195.076128103076,0.7247898719182514,OnTrack,1952,4610,1895
456,2019-09-07 13:55:56.702,0 days 01:10:55.609000,5,509.9349999999986,0 days 00:01:00.048000,11443,278,7,99,False,8,car,4212.999999999999,0.727886607333712,OnTrack,1890,4483,1893
457,2019-09-07 13:55:56.770,0 days 01:10:55.677000,5,511.4349999999995,0 days 00:01:00.116000,11513,279,7,99,False,8,pos,4218.269162216755,0.7287969687411286,OnTrack,1879,4447,1893
458,2019-09-07 13:55:56.942,0 days 01:10:55.849000,5,512.9350000000004,0 days 00:01:00.288000,11584,280,7,100,False,8,car,4231.666666666665,0.7311116765647181,OnTrack,1861,4366,1892
459,2019-09-07 13:55:57.070,0 days 01:10:55.977000,5,514.2350000000001,0 days 00:01:00.416000,11623,283,7,99,False,8,pos,4241.840347048232,0.7328693992556832,OnTrack,1851,4300,1892
460,2019-09-07 13:55:57.182,0 days 01:10:56.089000,5,515.5349999999999,0 days 00:01:00.528000,11663,287,7,99,False,8,car,4250.799999999998,0.7344173725264995,OnTrack,1840,4227,1891
461,2019-09-07 13:55:57.370,0 days 01:10:56.277000,5,516.8350000000005,0 days 00:01:00.716000,11219,287,7,99,False,8,pos,4265.812552772605,0.7370111147778812,OnTrack,1822,4082,1891
462,2019-09-07 13:55:57.422,0 days 01:10:56.329000,5,518.1350000000011,0 days 00:01:00.768000,10775,288,7,100,False,8,car,4269.999999999998,0.7377345865926773,OnTrack,1816,4037,1890
463,2019-09-07 13:55:57.662,0 days 01:10:56.569000,5,520.335,0 days 00:01:01.008000,10659,294,8,100,False,8,car,4289.5999999999985,0.7411209092852339,OnTrack,1789,3802,1890
464,2019-09-07 13:55:57.670,0 days 01:10:56.577000,5,521.372638888889,0 days 00:01:01.016000,10718,295,8,100,False,8,pos,4290.257590833156,0.7412345222832308,OnTrack,1788,3794,1890
465,2019-09-07 13:55:57.903,0 days 01:10:56.810000,5,522.410277777778,0 days 00:01:01.249000,10777,297,8,100,False,8,car,4309.482499999998,0.7445560399451704,OnTrack,1751,3506,1888
466,2019-09-07 13:55:57.970,0 days 01:10:56.877000,5,523.3729166666672,0 days 00:01:01.316000,10809,298,8,100,False,8,pos,4315.032968586856,0.74551500309466,OnTrack,1742,3427,1888
467,2019-09-07 13:55:58.142,0 days 01:10:57.049000,5,524.3355555555563,0 days 00:01:01.488000,10842,299,8,100,False,8,car,4329.332777777776,0.7479856035213153,OnTrack,1719,3243,1886
468,2019-09-07 13:55:58.270,0 days 01:10:57.177000,5,525.235555555556,0 days 00:01:01.616000,10917,300,8,100,False,8,pos,4340.034332430719,0.7498345278767691,OnTrack,1703,3099,1886
469,2019-09-07 13:55:58.382,0 days 01:10:57.289000,5,526.1355555555556,0 days 00:01:01.728000,10992,302,8,100,False,8,car,4349.466111111109,0.7514640710490433,OnTrack,1687,2953,1885
470,2019-09-07 13:55:58.570,0 days 01:10:57.477000,5,526.9911111111114,0 days 00:01:01.916000,11022,304,8,100,False,8,pos,4365.479151619176,0.754230669133191,OnTrack,1659,2691,1884
471,2019-09-07 13:55:58.662,0 days 01:10:57.569000,5,527.8466666666673,0 days 00:01:02.008000,11052,307,8,100,False,8,car,4373.343888888887,0.7555894721070389,OnTrack,1645,2570,1883
472,2019-09-07 13:55:58.870,0 days 01:10:57.777000,5,528.5466666666671,0 days 00:01:02.216000,11098,307,8,100,False,8,pos,4391.129513016097,0.7586623222388377,OnTrack,1618,2314,1883
473,2019-09-07 13:55:58.902,0 days 01:10:57.809000,5,529.2466666666669,0 days 00:01:02.248000,11144,308,8,100,False,8,car,4393.87722222222,0.7591370482611457,OnTrack,1613,2275,1882
474,2019-09-07 13:55:59.142,0 days 01:10:58.049000,5,530.3133333333344,0 days 00:01:02.488000,11270,311,8,100,False,8,car,4414.610555555553,0.7627191787284419,OnTrack,1583,1981,1881
475,2019-09-07 13:55:59.170,0 days 01:10:58.077000,5,530.6800000000007,0 days 00:01:02.516000,11301,312,8,100,False,8,pos,4417.038814670654,0.7631387128582822,OnTrack,1580,1946,1881
476,2019-09-07 13:55:59.382,0 days 01:10:58.289000,5,531.0466666666671,0 days 00:01:02.728000,11332,313,8,100,False,8,car,4435.47722222222,0.7663243454045311,OnTrack,1551,1666,1880
477,2019-09-07 13:55:59.470,0 days 01:10:58.377000,5,531.2700000000004,0 days 00:01:02.816000,11352,314,8,100,False,8,pos,4443.161408429134,0.7676519542885262,OnTrack,1542,1567,1880
478,2019-09-07 13:55:59.583,0 days 01:10:58.490000,5,531.4933333333338,0 days 00:01:02.929000,11373,315,8,100,False,8,car,4453.06472222222,0.7693629653206197,OnTrack,1531,1465,1879
479,2019-09-07 13:55:59.770,0 days 01:10:58.677000,5,531.6100000000006,0 days 00:01:03.116000,11394,316,8,100,False,8,pos,4469.566821392104,0.7722140588356095,OnTrack,1517,1319,1878
480,2019-09-07 13:55:59.863,0 days 01:10:58.770000,5,531.7266666666674,0 days 00:01:03.209000,11415,318,8,100,False,8,car,4477.798055555553,0.773636182051703,OnTrack,1507,1227,1877
481,2019-09-07 13:56:00.070,0 days 01:10:58.977000,5,530.9600000000014,0 days 00:01:03.416000,11462,318,8,100,False,8,pos,4496.136906094738,0.7768046139770214,OnTrack,1483,990,1876
482,2019-09-07 13:56:00.103,0 days 01:10:59.010000,5,530.1933333333354,0 days 00:01:03.449000,11509,319,8,100,False,8,car,4499.06472222222,0.7773104573541708,OnTrack,1479,950,1875
483,2019-09-07 13:56:00.342,0 days 01:10:59.249000,5,527.2722222222237,0 days 00:01:03.688000,11584,320,8,100,False,8,car,4520.309166666664,0.7809808932885065,OnTrack,1450,670,1875
484,2019-09-07 13:56:00.370,0 days 01:10:59.277000,5,525.3055555555575,0 days 00:01:03.716000,11585,320,8,100,False,8,pos,4522.801789191726,0.7814115475854754,OnTrack,1448,642,1875
485,2019-09-07 13:56:00.582,0 days 01:10:59.489000,5,523.3388888888912,0 days 00:01:03.928000,11586,321,8,100,False,8,car,4541.709166666664,0.7846782047997671,OnTrack,1429,462,1874
486,2019-09-07 13:56:00.670,0 days 01:10:59.577000,5,521.038888888891,0 days 00:01:04.016000,11625,322,8,100,False,8,pos,4549.587352650034,0.7860393313289338,OnTrack,1422,394,1874
487,2019-09-07 13:56:00.822,0 days 01:10:59.729000,5,518.7388888888909,0 days 00:01:04.168000,11665,323,8,100,False,8,car,4563.242499999998,0.7883985525198208,OnTrack,1409,274,1873
488,2019-09-07 13:56:00.970,0 days 01:10:59.877000,5,516.2822222222244,0 days 00:01:04.316000,11685,324,8,100,False,8,pos,4576.597880786,0.7907059825720337,OnTrack,1398,155,1872
489,2019-09-07 13:56:01.023,0 days 01:10:59.930000,5,513.8255555555579,0 days 00:01:04.369000,11705,325,8,100,False,8,car,4581.388333333331,0.7915336365602298,OnTrack,1393,111,1871
490,2019-09-07 13:56:01.263,0 days 01:11:00.170000,5,507.4922222222249,0 days 00:01:04.609000,11766,326,8,100,False,8,car,4603.121666666663,0.7952885385934726,OnTrack,1373,-87,1870
491,2019-09-07 13:56:01.270,0 days 01:11:00.177000,5,504.38111111111357,0 days 00:01:04.616000,11790,326,8,100,False,8,pos,4603.7574792471705,0.7953983889286553,OnTrack,1373,-93,1870
492,2019-09-07 13:56:01.571,0 days 01:11:00.478000,5,501.27000000000226,0 days 00:01:04.917000,11814,327,8,100,False,8,pos,4631.183664231585,0.8001368538563584,OnTrack,1349,-332,1869
493,2019-09-07 13:56:01.583,0 days 01:11:00.490000,5,498.15888888889094,0 days 00:01:04.929000,11839,328,8,100,False,8,car,4632.277222222219,0.8003257895828538,OnTrack,1347,-341,1868
494,2019-09-07 13:56:01.823,0 days 01:11:00.730000,5,490.625555555559,0 days 00:01:05.169000,11893,328,8,100,False,8,car,4654.143888888885,0.8041037278248896,OnTrack,1326,-548,1868
495,2019-09-07 13:56:01.871,0 days 01:11:00.778000,5,486.9588888888916,0 days 00:01:05.217000,11887,328,8,100,False,8,pos,4658.526302021863,0.8048608842044996,OnTrack,1322,-590,1868
496,2019-09-07 13:56:02.063,0 days 01:11:00.970000,5,483.29222222222415,0 days 00:01:05.409000,11882,329,8,100,False,8,car,4676.0772222222195,0.807893184171322,OnTrack,1305,-757,1866
497,2019-09-07 13:56:02.171,0 days 01:11:01.078000,5,479.8922222222245,0 days 00:01:05.517000,11892,329,8,100,False,8,pos,4685.935426489739,0.8095964015600446,OnTrack,1294,-869,1866
498,2019-09-07 13:56:02.303,0 days 01:11:01.210000,5,476.4922222222249,0 days 00:01:05.649000,11903,329,8,100,False,8,car,4698.010555555552,0.8116826405177543,OnTrack,1277,-1034,1865
499,2019-09-07 13:56:02.471,0 days 01:11:01.378000,5,473.12555555555855,0 days 00:01:05.817000,11933,330,8,100,False,8,pos,4713.497625873871,0.8143583659085777,OnTrack,1256,-1247,1865
500,2019-09-07 13:56:02.543,0 days 01:11:01.450000,5,469.7588888888922,0 days 00:01:05.889000,11964,332,8,100,False,8,car,4720.143888888885,0.815506651177376,OnTrack,1248,-1319,1864
501,2019-09-07 13:56:02.771,0 days 01:11:01.678000,5,466.4394444444479,0 days 00:01:06.117000,11961,332,8,100,False,8,pos,4741.16905455071,0.8191392019730598,OnTrack,1230,-1506,1863
502,2019-09-07 13:56:02.782,0 days 01:11:01.689000,5,463.12000000000353,0 days 00:01:06.128000,11958,332,8,100,False,8,car,4742.184999999997,0.8193147284592494,OnTrack,1229,-1515,1862
503,2019-09-07 13:56:02.982,0 days 01:11:01.889000,5,457.73111111111393,0 days 00:01:06.328000,12055,333,8,100,False,8,car,4760.684999999997,0.8225110024292644,OnTrack,1211,-1686,1861
504,2019-09-07 13:56:03.071,0 days 01:11:01.978000,5,454.6311111111145,0 days 00:01:06.417000,12058,333,8,100,False,8,pos,4768.912723239483,0.8239325190575268,OnTrack,1204,-1764,1861
505,2019-09-07 13:56:03.222,0 days 01:11:02.129000,5,451.531111111115,0 days 00:01:06.568000,12062,333,8,100,False,8,car,4782.884999999997,0.8263465311932825,OnTrack,1190,-1894,1860
506,2019-09-07 13:56:03.370,0 days 01:11:02.277000,5,448.53111111111457,0 days 00:01:06.716000,12061,334,8,100,False,8,pos,4796.645702156396,0.8287239892533705,OnTrack,1178,-2023,1860
507,2019-09-07 13:56:03.462,0 days 01:11:02.369000,5,445.5311111111141,0 days 00:01:06.808000,12061,335,8,100,False,8,car,4805.2183333333305,0.8302050961660936,OnTrack,1169,-2104,1859
508,2019-09-07 13:56:03.670,0 days 01:11:02.577000,5,442.5644444444474,0 days 00:01:07.016000,12082,335,8,100,False,8,pos,4824.626621102108,0.8335582964362506,OnTrack,1152,-2282,1858
509,2019-09-07 13:56:03.702,0 days 01:11:02.609000,5,439.5977777777807,0 days 00:01:07.048000,12103,336,8,100,False,8,car,4827.61833333333,0.8340751792433011,OnTrack,1149,-2307,1857
510,2019-09-07 13:56:03.942,0 days 01:11:02.849000,5,434.0644444444488,0 days 00:01:07.288000,12102,337,8,100,False,8,car,4850.084999999996,0.837956780424905,OnTrack,1131,-2493,1856
511,2019-09-07 13:56:03.970,0 days 01:11:02.877000,5,431.4311111111151,0 days 00:01:07.316000,12104,336,8,100,False,8,pos,4852.7003617689215,0.8384086405732394,OnTrack,1129,-2521,1856
512,2019-09-07 13:56:04.182,0 days 01:11:03.089000,5,428.79777777778145,0 days 00:01:07.528000,12107,336,8,100,False,8,car,4872.484999999997,0.8418268635021126,OnTrack,1103,-2772,1855
513,2019-09-07 13:56:04.270,0 days 01:11:03.177000,5,426.197777777782,0 days 00:01:07.616000,12136,337,8,100,False,8,pos,4880.737518975798,0.8432526641285669,OnTrack,1092,-2879,1855
