X,Y,Distance
8.472692850851375397e+02,3.921310476757991523e+02,7.051744823940108517e+02
7.480776697202903733e+02,4.505350153604712773e+02,7.123310044584849265e+02
7.146376522570769794e+02,4.728456682433425726e+02,7.159777777777776464e+02
6.892561541950194623e+02,4.954018105581483837e+02,7.230333333333331893e+02
6.474561323660025209e+02,5.232901266617376450e+02,7.284823217022543531e+02
6.276178092930331331e+02,5.349709201986719336e+02,7.300683333333331575e+02
5.614527353613265177e+02,5.724166541561174881e+02,7.348985661972844809e+02
5.040051462927833654e+02,6.006969389886966155e+02,7.402572222222219125e+02
4.295015752963564069e+02,6.267203497716890297e+02,7.511461111111108266e+02
4.139659991222558801e+02,6.315830519976865389e+02,7.533396778813678338e+02
3.699521178458182931e+02,6.425273772388176212e+02,7.589794444444440842e+02
3.249992934438089378e+02,6.517058072942306808e+02,7.643289622246654744e+02
2.173442090182689981e+02,6.579813787685963007e+02,7.754608774553483954e+02
1.922297076892290875e+02,6.554790152870749580e+02,7.780461111111108039e+02
1.271800898517690541e+02,6.481614187417327457e+02,7.844164089701407647e+02
5.754774745187584273e+01,6.364850797648089156e+02,7.912905555555552155e+02
5.084164720636462675e+01,6.366530663629474702e+02,7.919322179640032573e+02
-4.354771602520835927e+01,6.188865780003536656e+02,8.016155046763942664e+02
-6.289506023430884341e+01,6.144503327349759729e+02,8.035794444444441069e+02
-7.906809456933379465e+01,6.117239871226032619e+02,8.051484845018463830e+02
-2.759613359663486563e+02,5.737101542169774575e+02,8.201794444444441297e+02
-3.056025663251089100e+02,5.690844150523780627e+02,8.228672763106490038e+02
-3.694677516050626878e+02,5.554741942915977688e+02,8.301294444444441751e+02
-4.454487137531069152e+02,5.403780560086637479e+02,8.415745860193873114e+02
-4.535632286869758332e+02,5.378971998282255527e+02,8.428627777777774099e+02
-5.597108882892791826e+02,5.150570080393296166e+02,8.581072222222219352e+02
-5.867032758694626864e+02,5.090228541863726832e+02,8.613349161259349103e+02
-6.974896555669120062e+02,4.795885532173911656e+02,8.729423575897333194e+02
-7.101308995305012104e+02,4.749843213538749751e+02,8.743627777777772963e+02
-7.876882629650417584e+02,4.505332400468529386e+02,8.824789112211503834e+02
-9.651911455507899973e+02,3.829556796162627847e+02,8.985849999999996953e+02
-1.017164536093504694e+03,3.618899093836209886e+02,9.033170969349025654e+02
-1.096298300814541335e+03,3.280838850525109933e+02,9.111405555555552382e+02
-1.193538981654459576e+03,2.857843579890889032e+02,9.214516666666663696e+02
-1.267732541315702974e+03,2.527492901854120930e+02,9.304798733229888512e+02
-1.335577481228795250e+03,2.231340216877453031e+02,9.400405555555553292e+02
-1.416007669572763916e+03,1.911498880750660021e+02,9.505557024673807973e+02
-1.467455593019979915e+03,1.732024321837869252e+02,9.562405555555552610e+02
-1.517964573341623918e+03,1.570208714782256436e+02,9.613922455831844900e+02
-1.597645312459242405e+03,1.370965192009240070e+02,9.698516666666663468e+02
-1.648399782212821037e+03,1.289734778965187445e+02,9.751020232071660985e+02
-1.732684753193955885e+03,1.216903695828064542e+02,9.837405555555554884e+02
-1.856624863019946588e+03,1.207688619477918337e+02,9.960522156674587677e+02
-1.873155377852331640e+03,1.216303022395677402e+02,9.977405555555554884e+02
-1.971343528188357823e+03,1.308002059244445547e+02,1.007430917103906154e+03
-2.023058448368591371e+03,1.379112558294924895e+02,1.011907222222222117e+03
-2.200802365826263667e+03,1.678628802729210179e+02,1.026184999999999945e+03
-2.213275623191714203e+03,1.699647486549160078e+02,1.027405413603962188e+03
-2.309305909613032782e+03,1.938432764537473076e+02,1.040629444444444289e+03
-2.351911376201112489e+03,2.074364444734550830e+02,1.046253607453356381e+03
-2.461319374881823478e+03,2.508862986122382495e+02,1.058229444444444425e+03
-2.528591378537240416e+03,2.798600371384547998e+02,1.065346598225841262e+03
-2.645665927890117473e+03,3.387119690848296045e+02,1.078762777777777501e+03
-2.674389722424389220e+03,3.528521115011192819e+02,1.081477529464626741e+03
-2.895014629573695402e+03,4.746907356945994820e+02,1.099451666666666370e+03
-2.934277799689561107e+03,4.966999036128233911e+02,1.103765368567232372e+03
-3.002152773274272477e+03,5.373199474443445069e+02,1.117459722222221899e+03
-3.023756991532960001e+03,5.499396841068506774e+02,1.121275593411567115e+03
-3.171868205002408104e+03,6.377523736488954000e+02,1.136746503161147530e+03
-3.231796650251389565e+03,6.741471734153434454e+02,1.141348611111110813e+03
-3.377203025409548445e+03,7.627868150175341952e+02,1.152249473921270237e+03
-3.426592095076935038e+03,7.913125892820477247e+02,1.160904166666666242e+03
-3.458903675515355189e+03,8.050952512009771453e+02,1.167954080494283517e+03
-3.502693574660941522e+03,8.249810434361231728e+02,1.173348611111110813e+03
-3.568255678663353592e+03,8.507804720882641050e+02,1.179850037687999247e+03
-3.599270835478841946e+03,8.627412432887628029e+02,1.183215277777777374e+03
-3.606390411754426168e+03,8.642616490425461961e+02,1.183845317568669316e+03
-3.697067017085877978e+03,8.875587142131657856e+02,1.190826388888888459e+03
-3.764317513440211769e+03,8.995324663442113433e+02,1.195606650348006269e+03
-3.818793267464448036e+03,9.035811974406094578e+02,1.200626388888888414e+03
-3.863612593499948616e+03,9.002303745978590541e+02,1.206226388888888323e+03
-3.882903942176335931e+03,8.980294960809850409e+02,1.208727275752373316e+03
-3.909840334223806622e+03,8.942307089765319006e+02,1.212726388888888323e+03
-3.949943437330365214e+03,8.827093756671996516e+02,1.218862222222221817e+03
-3.973460030071826168e+03,8.725619688145953887e+02,1.221700507243821676e+03
-4.024304983589747280e+03,8.429682076180116610e+02,1.226951111111110549e+03
-4.044815253055271114e+03,8.278246001729012278e+02,1.229071895348939279e+03
-4.064498570460648352e+03,8.099761544165010037e+02,1.231395555555554893e+03
-4.096801624528532557e+03,7.705234904014135964e+02,1.235795555555554984e+03
-4.121873111255406002e+03,7.340211541295501547e+02,1.240040830281868239e+03
-4.142116383987912741e+03,6.938190408881126814e+02,1.245695555555555075e+03
-4.154848111715844425e+03,6.677440891324177983e+02,1.249666292595779396e+03
-4.178601667518702925e+03,6.124198757469529255e+02,1.257572810815235243e+03
-4.178188191488629855e+03,6.110674565913080869e+02,1.257695555555555075e+03
-4.203763638009919305e+03,5.544468195829109618e+02,1.263823105282301640e+03
-4.208983820733276843e+03,5.424990293129591237e+02,1.265228888888888378e+03
-4.226410264089067823e+03,5.075946016286750933e+02,1.269189997764320879e+03
-4.259686749514153234e+03,4.471406892841949343e+02,1.276474962532940253e+03
-4.275067320020662009e+03,4.224741522168579309e+02,1.279562222222221862e+03
-4.292627261742961309e+03,4.000989774307373636e+02,1.282392479334754171e+03
-4.321230538841271482e+03,3.654745274100175152e+02,1.286951111111110777e+03
-4.336387127216929002e+03,3.497494573366955137e+02,1.289063028235632373e+03
-4.363883474591527374e+03,3.235970027472047263e+02,1.293039999999999736e+03
-4.419892615300093894e+03,2.842908180291729536e+02,1.299914622921000273e+03
-4.427180178173816785e+03,2.791051235374450812e+02,1.300873333333332994e+03
-4.491493327715473242e+03,2.476119687886347549e+02,1.308085220876412222e+03
-4.553403123910487921e+03,2.227689187526227386e+02,1.314927031299155260e+03
-4.586744131238821865e+03,2.133149655936557849e+02,1.317651111111110822e+03
-4.751291303965786938e+03,1.807538239127753741e+02,1.329049170752201690e+03
-4.759819294929729040e+03,1.796253868879818469e+02,1.330095555555555165e+03
-4.825226393264549188e+03,1.758955762467884085e+02,1.343067063134305045e+03
-4.856521527743601837e+03,1.766795137047682260e+02,1.347095555555555165e+03
-4.982942493750030735e+03,1.838725210036226656e+02,1.359162222222221999e+03
-4.991883960744044998e+03,1.840965031344739771e+02,1.359994860751972737e+03
-5.062308766972454578e+03,1.943603556125144394e+02,1.367498199988987835e+03
-5.251720497036514644e+03,2.407089965218193583e+02,1.380883055555555302e+03
-5.285496487696005715e+03,2.496074489136682359e+02,1.383957449504355282e+03
-5.322804268726931696e+03,2.603837875566606499e+02,1.389727499999999736e+03
-5.382655211142116968e+03,2.820139676764414389e+02,1.401088987178334492e+03
-5.411904472771887413e+03,2.930357957513682550e+02,1.403660833333332903e+03
-5.556854357297806928e+03,3.463230454075721809e+02,1.413038611111110640e+03
-5.599873299915960160e+03,3.612686325829247949e+02,1.416409661911218791e+03
-5.725699822363630119e+03,4.100506605104911273e+02,1.437850088674488688e+03
-5.746946560124957614e+03,4.190826112688491776e+02,1.440660833333332903e+03
-5.842640873349998401e+03,4.563733395587025825e+02,1.450634823710272940e+03
-5.940045086228044966e+03,4.968383777226320603e+02,1.461283055555555165e+03
-5.962644243145016844e+03,5.054568524509168128e+02,1.463664137338218097e+03
-6.097244245988564217e+03,5.611689627548455519e+02,1.478449952903661597e+03
-6.161867406865403609e+03,5.887342865927047342e+02,1.485583055555555120e+03
-6.235376039203546497e+03,6.187589593099183958e+02,1.493379855509537038e+03
-6.288464885840508032e+03,6.424565195800643096e+02,1.499194166666666206e+03
-6.362386994208723081e+03,6.738336114529230372e+02,1.507195416466413462e+03
-6.416358788438543343e+03,6.980006432858552898e+02,1.513194166666666206e+03
-6.492929739585335483e+03,7.307861498470717834e+02,1.521409115380874482e+03
-6.664613541328957581e+03,8.062160657880079953e+02,1.540353300494667565e+03
-6.680093121970345237e+03,8.133141347625094113e+02,1.542121666666666215e+03
-6.785801343681481740e+03,8.615922028956603071e+02,1.553693707479092836e+03
-6.842835456719951253e+03,8.885200685725948233e+02,1.559988333333333003e+03
-6.880444722715525131e+03,9.051195598682392074e+02,1.564211497310144296e+03
-7.072324328029476419e+03,9.958180552502590217e+02,1.585611594034551672e+03
-7.140367288212327367e+03,1.029731998836268758e+03,1.590543888888888432e+03
-7.320187112190900734e+03,1.119681044991938279e+03,1.602692974815872503e+03
-7.438558085166710043e+03,1.180354867656743863e+03,1.618543888888888432e+03
-7.529032215668393292e+03,1.229593386216549334e+03,1.637239725587108978e+03
-7.626100455350162520e+03,1.283470624871501286e+03,1.648461196254993411e+03
-7.672840682238972477e+03,1.310587984447657163e+03,1.653621666666665988e+03
-7.876991070088606648e+03,1.429329801600857763e+03,1.676093905676591703e+03
-8.012271545695243731e+03,1.511452836856758950e+03,1.692821666666666260e+03
-8.085388209304396696e+03,1.557125076813499163e+03,1.702345524305017079e+03
-8.161097720159412347e+03,1.606441098207100595e+03,1.712554999999999836e+03
-8.236807231014428908e+03,1.655757119600702481e+03,1.720494055293845804e+03
-8.443102501848223255e+03,1.796025652178794417e+03,1.737212044083863930e+03
-8.460235986609903193e+03,1.808533397775874846e+03,1.739132777777777619e+03
-8.562679414682621427e+03,1.879992085454208791e+03,1.759266111111110604e+03
-8.593884065397331142e+03,1.902246742804367841e+03,1.764070360395863872e+03
-8.890227009772190286e+03,2.126636714325466073e+03,1.794501583828535786e+03
-8.904242180192508386e+03,2.138618992827048260e+03,1.796543888888888887e+03
-8.991094036558411972e+03,2.207450345027888488e+03,1.813599444444444089e+03
-9.036671338190799361e+03,2.245275066783777675e+03,1.820100692591224060e+03
-9.219282029684994995e+03,2.402397106459985025e+03,1.837632777777777619e+03
-9.283646720199354604e+03,2.458139250435533540e+03,1.844209866223292465e+03
-9.385172712447583763e+03,2.548363819694756785e+03,1.858232777777777756e+03
-9.445536141027721897e+03,2.603111025012020491e+03,1.871157500000000027e+03
-9.521267159183820695e+03,2.669427032800793313e+03,1.883835249395438041e+03
-9.596998177339921313e+03,2.735743040589565680e+03,1.893557500000000118e+03
-9.605771657735796907e+03,2.742673122965928542e+03,1.894603278830981935e+03
-9.683268571077613160e+03,2.809928073880272677e+03,1.904692837686972325e+03
-9.694634898719354169e+03,2.820501937693496984e+03,1.906224166666666406e+03
-9.800631624464591368e+03,2.910838498018145856e+03,1.920157499999999800e+03
-9.808108681237536075e+03,2.915946689676077767e+03,1.920985610558567259e+03
-9.881190856615059602e+03,2.980854282776492710e+03,1.930879722222221744e+03
-9.887784965795144672e+03,2.985493002871638964e+03,1.931721389831209763e+03
-9.953334088867009996e+03,3.047527771062625561e+03,1.941101944444444143e+03
-9.959458726484308499e+03,3.053049438750630543e+03,1.941858219294053015e+03
-1.000922678395014009e+04,3.102162985314463640e+03,1.948834707705341998e+03
-1.001529542603472692e+04,3.109920019750972642e+03,1.949879722222221972e+03
-1.005706095963211374e+04,3.157043688998236576e+03,1.956180939362403933e+03
-1.009242187794863639e+04,3.209822524300014265e+03,1.960924166666666451e+03
-1.012549143398394335e+04,3.264780730817582480e+03,1.965825996186096290e+03
-1.013693526445947828e+04,3.290119214277473930e+03,1.969524166666666360e+03
-1.014156100362407778e+04,3.319760444636234297e+03,1.975568996677098994e+03
-1.014186248858872568e+04,3.325583597288886722e+03,1.976413055555555275e+03
-1.014172453566220611e+04,3.402525009863586092e+03,1.984117825457488607e+03
-1.014078559253663479e+04,3.404290905049303547e+03,1.984279722222222063e+03
-1.011392224876295040e+04,3.512324977273287004e+03,1.991946388888888578e+03
-1.010795261681324155e+04,3.536332548878616308e+03,1.994241457675215543e+03
-1.010256444749174625e+04,3.554986439394079753e+03,1.996760555555555129e+03
-1.009841670626046835e+04,3.577697587376477259e+03,2.001347439949580576e+03
-1.009269256374269571e+04,3.609763678382963008e+03,2.004927222222221872e+03
-1.008776088505343796e+04,3.663769960844412708e+03,2.009945146277250160e+03
-1.008596050163609107e+04,3.682066370862515669e+03,2.011793888888888659e+03
-1.008809240368970495e+04,3.739828425826252897e+03,2.017604097783520274e+03
-1.008899685858364683e+04,3.757297883784210171e+03,2.018927222222222099e+03
-1.009345461115010767e+04,3.793645214388481691e+03,2.021860273900333141e+03
-1.009466055100869744e+04,3.816937824999090481e+03,2.026260555555555356e+03
-1.009873931577671465e+04,3.832697383304042887e+03,2.031868804130731405e+03
-1.010146566138908747e+04,3.848870417639067455e+03,2.033927222222222099e+03
-1.011240553207020821e+04,3.894327201835492815e+03,2.038334895238870786e+03
-1.011725525336565806e+04,3.915026965200238010e+03,2.040371666666666670e+03
-1.013939346509038114e+04,3.977763713455398374e+03,2.046927222222222099e+03
-1.015373162777642756e+04,4.012569131004803694e+03,2.050850112593914673e+03
-1.016340956306624685e+04,4.036968671339122920e+03,2.053760555555555584e+03
-1.017750223632035886e+04,4.063715569487372250e+03,2.056484425176819059e+03
-1.019978692734213655e+04,4.102746231101849844e+03,2.059493888888888705e+03
-1.023550532615602060e+04,4.159112852307776848e+03,2.063851985805190452e+03
-1.025183336615863846e+04,4.185915745988738308e+03,2.067105000000000018e+03
-1.027740435811991665e+04,4.218765774453203449e+03,2.075160555555555675e+03
-1.029307343266052521e+04,4.236157729577364989e+03,2.077552319970417557e+03
-1.040311443494215018e+04,4.361489201350640542e+03,2.089116111111111422e+03
-1.041707360982975479e+04,4.375706846600725839e+03,2.090800114144930831e+03
-1.045671576774406458e+04,4.418303786818270055e+03,2.098338333333333594e+03
-1.049958823106516138e+04,4.456955460634304472e+03,2.107567937363256988e+03
-1.052667962878022445e+04,4.482685912823186300e+03,2.111638333333333776e+03
-1.058922242857615311e+04,4.539724480421666158e+03,2.119750695311855907e+03
-1.060583044624233298e+04,4.555350540360109335e+03,2.122027222222222917e+03
-1.066142165636081518e+04,4.604162601959295898e+03,2.129322186103835065e+03
-1.071830929010223008e+04,4.654796554276911593e+03,2.137056618425360284e+03
-1.076771986707070027e+04,4.700322314936596740e+03,2.144082222222222754e+03
-1.078479735629966672e+04,4.715065427282181190e+03,2.146163226276360092e+03
-1.096947542794422770e+04,4.878949562736612279e+03,2.165309177760396778e+03
-1.098696639320326904e+04,4.895045094237841113e+03,2.167971111111111441e+03
-1.106187045929922169e+04,4.958656263715324712e+03,2.183537337702336572e+03
-1.108595553373834628e+04,4.979390515311699346e+03,2.187526666666667097e+03
-1.120955521580804998e+04,5.081351873640570375e+03,2.202684346220034058e+03
-1.126567189302203224e+04,5.127045620898393281e+03,2.208148888888889360e+03
-1.141529053131471665e+04,5.243974073703700014e+03,2.222255876152949440e+03
-1.144773561011964557e+04,5.270285988520792671e+03,2.226504444444445198e+03
-1.150655712564491660e+04,5.315152783718469436e+03,2.237304444444445380e+03
-1.157727043590742687e+04,5.367475128388008670e+03,2.249366739073981989e+03
-1.158822328751909299e+04,5.376696573045587684e+03,2.251026666666667097e+03
-1.169932820492226347e+04,5.459556076597292304e+03,2.264584365587442335e+03
-1.176868909602912754e+04,5.512291897296903699e+03,2.273515555555556148e+03
-1.178935437116224421e+04,5.526677529145127664e+03,2.276013219804224718e+03
-1.189303822732518165e+04,5.602193474290396807e+03,2.288972998868205195e+03
-1.199319029311668419e+04,5.675831533184521504e+03,2.302404444444444835e+03
-1.204552969052729532e+04,5.711588874790045338e+03,2.307863635711441930e+03
-1.219153903561474726e+04,5.811874821697540938e+03,2.319937777777778138e+03
-1.224040263818663516e+04,5.843518910303417215e+03,2.323999351328168359e+03
-1.245575136707987076e+04,5.979540691515352592e+03,2.346439162134122853e+03
-1.248306674692578599e+04,5.996329676710219246e+03,2.349751944444444689e+03
-1.258137541469777352e+04,6.054264172832105032e+03,2.361840833333333649e+03
-1.273266093804129741e+04,6.140366962721144773e+03,2.382924185101811418e+03
-1.273395736166423012e+04,6.142188853439575723e+03,2.383229722222221881e+03
-1.280942138308731046e+04,6.183446355432020937e+03,2.395451944444444507e+03
-1.288047066654609807e+04,6.222356499610536957e+03,2.405935930319937597e+03
-1.291796794147624678e+04,6.243426724403189837e+03,2.410896388888888396e+03
-1.302215575743360023e+04,6.298824368811924614e+03,2.423029771258406072e+03
-1.302480460021217732e+04,6.300232783500282494e+03,2.423340833333333194e+03
-1.313429010172668313e+04,6.358447257285733031e+03,2.435785277777777537e+03
-1.318820590042379081e+04,6.384849655867168622e+03,2.441729532315035613e+03
-1.333141139706507602e+04,6.454197948792971147e+03,2.457796388888888941e+03
-1.335795582038355678e+04,6.466046728928044104e+03,2.460642580449281013e+03
-1.347431540874171333e+04,6.517723089066122157e+03,2.473629722222222426e+03
-1.351774782738993963e+04,6.534021095397120007e+03,2.478139360460411808e+03
-1.363344845028608870e+04,6.576286516978396321e+03,2.489463055555555457e+03
-1.372707538336076504e+04,6.606815149490026670e+03,2.498783094366584464e+03
-1.375814653570896553e+04,6.616540553942021688e+03,2.502218611111111386e+03
-1.389672629318565123e+04,6.656247616509063846e+03,2.517979590471854863e+03
-1.389849218837136868e+04,6.657186559634636069e+03,2.518218611111111386e+03
-1.404913172718343230e+04,6.697643071428028634e+03,2.533885277777777901e+03
-1.417935148029431366e+04,6.731772470774353678e+03,2.546577927223339884e+03
-1.427532577118291920e+04,6.757886365321688572e+03,2.556107500000000073e+03
-1.429933334278824805e+04,6.763855997271396518e+03,2.558432318636791024e+03
-1.439666005283249979e+04,6.789556415788658342e+03,2.567846923494430484e+03
-1.449751855324818462e+04,6.817134720557064611e+03,2.577770624644900181e+03
-1.450816991989520466e+04,6.820533012561991200e+03,2.578996388888888760e+03
-1.460814547271803167e+04,6.847641845767610903e+03,2.589074193677151015e+03
-1.460902842031089131e+04,6.848111317330396560e+03,2.589218611111110931e+03
-1.477732691098013311e+04,6.897957260379507716e+03,2.601386358522905539e+03
